432,1782
1077,55
13,1019
1496,1743
1877,61
1098,1715
520,180
1380,513
1317,768
1560,1267
2473,1873
1189,1992
1401,1280
817,196
1052,1200
291,476
2058,269
1315,152
1986,501
244,1271
1430,1475
1104,1561
1954,881
2610,1689
644,2239
2193,1332
1366,1446
441,1363
932,1752
2016,1380
57,899
2149,889
314,1
137,590
1236,660
299,335
1212,2103
2486,990
443,1993
2570,1021
1097,342
1279,1622
146,1108
1619,1775
2308,2104
939,2045
1566,1104
1611,631
1738,1318
2123,1396
982,542
2069,1407
145,1348
1276,1038
2171,825
595,1996
289,1123
2204,1249
2596,1440
1028,27
436,951
858,1139
1370,303
2456,1154
42,845
1834,601
1139,229
1189,1801
387,547
1671,385
2494,463
2375,1116
692,384
1879,1777
2223,203
2561,569
986,626
1781,784
2563,2056
1542,577
2447,421
1689,589
72,1087
1804,2162
287,1479
2573,1565
1877,1865
975,1625
628,110
1439,1512
1737,830
1459,1317
1336,932
1768,1732
987,637
362,174
1586,305
256,1072
1320,1684
1993,1462
934,334
317,591
94,1609
216,885
742,1862
747,476
836,933
1689,1160
731,676
287,1016
476,2019
981,199
1533,2104
97,309
561,418
1698,6
269,1125
740,1177
1855,296
439,1574
2561,811
2546,670
128,1099
715,866
1551,1909
236,1714
872,1057
2042,333
