519,2423
1076,2036
80,544
874,199
513,2131
389,3048
116,821
1148,3028
584,2818
653,562
169,532
1119,383
635,2095
1245,162
544,286
707,518
264,444
355,2866
1080,2073
86,1607
883,2393
557,2393
1065,11
683,163
270,367
821,2011
1277,551
753,1585
925,1692
1170,2370
564,2114
857,2496
1080,2355
445,2161
722,2789
105,196
499,2446
1221,2181
644,891
1289,393
1251,168
260,1848
1078,2587
1355,650
455,2585
1101,2250
1112,351
177,1481
1266,2442
353,2442
852,1086
847,2674
1324,2638
961,840
353,1090
1145,915
1289,2459
175,1485
1262,2839
69,1576
973,2214
935,2173
332,2813
793,671
111,179
1033,2557
431,3117
1224,504
778,2567
1002,2933
633,281
718,2136
1083,393
654,469
839,2606
26,190
786,2040
290,2997
340,3064
712,401
761,2681
771,366
641,567
1310,663
596,830
803,953
106,1980
61,2103
353,1510
622,1602
502,1858
217,2409
75,1594
958,2445
1242,1066
593,923
1230,318
1306,705
332,1420
94,1629
368,703
486,1580
1055,759
1022,2624
1126,584
952,651
165,1976
453,2133
528,2301
932,2915
779,562
1124,2183
3,787
1066,2018
1160,2118
902,422
902,2442
457,2078
838,461
838,1517
583,149
647,424
250,2377
741,580
636,2527
1302,2572
636,2055
289,1090
