523,2853
497,3204
966,874
738,1437
731,1666
109,2851
1252,1081
816,124
1246,1061
892,800
1264,2421
1338,2908
490,2848
1272,2926
574,2423
1039,766
616,3085
1095,966
1237,509
1362,1917
31,2006
225,2850
26,2393
1053,2774
1158,912
1242,1273
860,265
701,411
65,2125
1065,11
456,2550
139,950
539,1350
163,1486
1336,276
68,1578
547,2848
971,3048
977,843
208,60
802,2598
615,70
860,2236
816,1864
1230,499
867,2484
527,145
938,3110
588,558
687,249
1036,769
1144,931
361,254
1084,2067
218,1643
642,2839
580,264
165,1503
519,2423
803,953
962,868
914,2556
597,893
772,444
801,2602
556,3016
565,190
1024,2937
553,331
562,3077
1099,2289
556,647
312,577
29,3139
497,1569
1111,495
770,385
1001,2077
547,1652
939,2274
1051,2360
517,145
724,2608
796,2181
1107,2016
614,904
1101,2392
688,250
780,1502
654,314
182,1557
756,341
1186,75
774,1150
1247,516
643,335
625,2803
311,3104
1078,2061
457,2622
1127,208
1272,1035
816,2863
541,1014
1064,2057
1331,2070
1321,687
246,2513
1143,2196
547,2364
114,1350
528,2301
1327,643
1129,1355
831,2767
1111,127
1225,1161
916,2557
1294,703
248,1715
823,2847
1251,1150
544,286
994,828
698,414
1287,2765
69,1576
634,280
