1044,18730
485,363
2030,13167
2405,21334
2260,9796
688,4715
2548,13869
625,14687
2431,21935
961,14317
832,18692
2229,14755
396,7149
786,3507
2230,12949
1323,5249
284,10626
1701,19647
1729,12866
217,5274
1861,17193
801,13029
1560,19669
570,5426
2159,17899
1713,21093
1790,19800
1353,6819
1844,20809
1699,18345
1022,12116
1656,2793
1908,20111
1686,20038
1907,10481
1932,3063
2239,326
1134,8789
2546,17506
719,6972
1863,21325
2535,8245
1624,7991
179,8545
1983,6913
1827,12586
2020,21811
1641,20292
1844,1980
1437,7022
69,14641
816,11998
1354,11519
615,12450
788,14901
1968,21511
912,11771
669,12490
1776,15489
1720,20522
1552,9156
310,4720
702,4739
1016,1624
342,13308
862,5782
1992,1274
1342,9325
1980,4278
1952,1769
1628,14270
1457,8346
453,4892
65,2622
760,5419
2220,4728
2119,687
2223,21098
2192,3144
370,13846
2201,7699
1296,18200
1153,13245
598,3626
1701,17603
495,139
1070,18620
1864,11365
239,10617
1988,9474
2477,4884
1624,14940
25,1038
1108,735
991,12312
2264,19007
2265,18698
944,12227
1545,21374
1405,21757
2364,17915
895,8480
725,18125
2257,8356
1706,17026
1334,8618
576,18443
2543,2533
1125,8267
1888,4209
539,11542
1140,9097
528,21347
2435,20419
29,8070
559,20713
944,6192
672,853
618,19655
2037,21543
529,17879
1977,13329
2213,21798
2542,15844
1966,656
128,10640
589,20807
1338,19981
