394,1767
1233,12407
1340,8496
1092,13747
1718,12856
595,14869
1905,7800
594,20843
1784,11403
2103,2963
722,12995
468,20645
474,18529
2155,4509
1972,3590
1534,1090
2507,5038
931,6451
523,7630
1558,4508
1266,4232
2121,4432
537,790
1385,17536
1466,13592
1843,9691
2243,481
1153,13245
1922,20240
2343,4784
2040,9550
1641,11044
2332,18200
1478,1766
1964,14803
1501,5285
1439,19654
2324,20693
1417,7248
2140,6965
313,8870
424,8534
2106,1253
1610,10450
246,19031
88,3269
1315,7783
498,5577
1628,6288
1193,4493
330,16952
639,7371
1007,11116
2201,17198
1145,4787
2408,6808
1396,2438
2196,19484
603,21731
1936,18140
2229,14755
2219,245
317,1082
246,13589
1315,15122
2231,17839
1107,12700
709,1096
88,18980
785,10845
2088,22025
1316,4506
1949,17302
1704,16231
336,20174
194,20939
2014,11740
2209,17162
1697,16578
1694,20397
2094,15247
1703,17701
431,18464
853,6747
1720,20522
2416,5899
235,21783
725,16800
396,7149
1208,18170
221,16624
540,9383
1163,6862
2092,13767
1695,17274
1287,15033
1334,8618
33,11683
1884,17578
1528,16916
1934,9578
836,8739
1208,3254
1718,8845
1651,13804
2405,18332
1280,7637
2482,19119
862,5782
91,17687
864,11894
347,14458
739,11687
483,9130
1001,6638
559,20713
531,19817
321,20697
2364,16366
1426,10692
550,19539
80,6526
2017,16793
319,21483
2353,13476
1124,15647
114,9223
1237,6974
108,12441
2004,19520
1790,19800
2378,11830
481,14853
34,3067
1482,8566
1522,21029
463,11440
584,965
1022,12116
2527,13282
561,18152
1142,14277
645,6760
1607,13172
2481,6885
2407,12311
1908,20111
1694,11026
15,4282
376,9389
926,4426
2516,20309
1108,10672
454,1891
1370,5172
1577,13540
2408,5518
2519,2668
1262,12734
1499,4637
2369,20052
2440,6643
1927,19026
1748,17507
1359,1903
205,10517
857,7347
1860,5560
502,11435
1802,14924
476,2717
2542,6690
149,8943
1774,18402
1038,5010
1109,6057
1030,10555
2155,17864
2014,9456
1038,19035
2531,19976
39,10872
1843,4900
2147,2887
920,3246
742,8235
1617,2748
585,14867
1299,14223
1882,10854
2013,9226
65,7156
480,376
2239,326
1011,13413
611,8429
1177,20811
191,1243
544,13664
461,18389
737,6759
542,13159
1217,5249
1855,12474
514,14881
69,14641
86,7610
1891,15304
2511,21503
261,5192
975,13422
2056,3067
2199,18138
2360,7249
2190,2310
1681,13297
193,19880
1218,5267
7,1303
20,16837
1063,3145
99,4520
2266,1616
1149,9481
1504,4817
861,11942
1717,17261
2315,9548
635,7145
3,4378
1529,1441
2216,17494
2133,8990
447,13174
78,12347
1070,18620
1769,5882
1134,8789
201,6828
1315,21112
1400,14943
810,1480
2508,11582
64,8391
415,17243
53,17892
1066,8297
555,19009
829,8897
107,12090
2210,16560
1148,16756
983,18364
2244,594
1151,18330
29,6031
94,9051
741,11537
1236,7615
375,5041
1726,18463
1863,21325
1394,19580
86,11617
260,3777
2515,4424
157,16205
2538,2279
2409,11714
1093,5462
660,10273
2116,14495
828,10887
841,7503
1656,14169
1630,10851
1901,10882
2216,20675
2124,11564
1738,20132
1944,828
2226,8670
41,6816
2111,3377
1198,14823
2471,19283
1772,2222
2071,8814
649,1427
1065,10600
496,4496
2069,21448
1183,11288
2295,21434
2539,10705
875,4226
2021,17374
2025,2698
1548,9245
1980,4278
1893,11120
1827,2578
1621,16058
872,15268
1632,20070
917,17317
589,16953
999,4923
1953,11438
448,13173
1209,14109
1609,2509
2255,14015
2026,3203
1461,3780
1511,4519
1320,884
944,14177
148,16350
2192,3144
1073,2522
1413,2788
625,18443
699,4283
932,2813
172,1152
194,6876
974,19753
765,15415
503,10206
1414,2485
1833,9342
1081,21587
818,979
2097,21457
1119,3471
2364,17915
1349,12191
1984,1120
2186,13583
871,20288
2344,6970
720,13398
1071,16126
1439,1636
90,21917
469,19257
2245,3566
69,21809
705,16536
65,11129
699,3856
2072,4159
599,556
528,21347
2412,7233
1602,19807
1036,10880
1733,21812
832,4597
2093,16311
85,9496
2107,8358
1210,1324
120,14795
215,6601
1932,9095
1362,17388
820,6298
2037,21543
598,3626
2476,6955
1365,18372
2033,18679
2468,10813
1268,4380
2088,17263
54,6572
1595,13390
1909,11284
2496,12024
184,2959
416,19475
2422,8663
144,7970
2052,6286
1850,17488
2237,1696
413,284
1473,3250
1939,20177
1248,16298
2141,11048
1968,10524
302,16807
2123,1794
887,12783
950,15942
1029,16791
389,10543
1325,10507
227,2202
1252,9635
2523,10365
1317,20506
784,12733
1347,12431
803,4121
2259,14834
530,18531
1083,20644
935,14800
2501,4362
159,5664
769,6362
2224,14686
2139,101
337,6115
577,19367
2217,19467
811,453
2273,5255
1988,2476
678,8962
1484,15558
469,2720
1657,16332
93,8350
1542,10127
961,14317
2059,5734
19,17429
2039,7443
1141,9253
1862,15434
1246,17191
1868,4494
759,8381
725,16277
222,17534
2549,19119
1666,6194
902,6661
1549,18948
723,1689
2149,4784
903,16989
281,7824
382,12582
1468,2293
225,12627
1451,4719
1909,20493
322,9990
1178,18153
324,8519
2418,7679
1591,3205
547,9295
173,1249
1963,6961
1208,16935
360,19150
2462,8175
2136,19006
784,21196
1813,1607
1813,3253
15,17364
512,9060
1641,15009
378,21690
1338,17543
577,21736
511,1392
2183,10973
2030,13167
218,5046
1972,3593
475,20392
1475,8650
1355,559
898,7383
2037,8519
781,17483
1367,12146
1602,10608
151,691
810,11428
1690,4226
2252,16783
1512,20844
310,4720
1686,20038
666,12514
898,11343
1716,17396
1137,4429
1435,7324
816,11998
707,11829
1686,17665
2478,16862
2167,14880
991,12312
2076,18297
1851,13348
2236,1662
1791,19538
652,7445
1875,9386
1035,21947
1761,4576
2151,7338
81,17194
1200,159
2543,2533
2080,16295
2018,11227
545,7624
1558,12852
1166,3903
231,10436
2435,20419
1938,19138
2267,2527
398,16514
1475,12654
1104,1397
862,11818
1109,8091
1457,8346
2184,11689
1466,15575
147,21192
1528,811
1466,11641
848,3153
1837,13677
2396,18101
523,3626
58,21239
1777,3750
1758,13845
1219,14406
452,16645
771,5517
1277,1880
1932,9016
970,6930
164,18937
780,14278
2101,15843
345,8386
2163,8469
120,13522
2356,5527
191,11197
1009,780
399,713
707,8042
1952,1769
2117,14557
2199,20395
615,17519
1298,8455
2381,3482
1684,17948
797,6508
1885,2010
1305,2558
1877,2927
1615,12973
2096,2974
1550,11326
623,14735
500,12544
1074,20740
1841,2326
2089,7048
1976,12093
25,6984
1187,5479
507,11953
1832,432
2160,9858
1589,2645
2164,3694
57,13302
1360,994
1185,11039
1930,15375
2063,6308
136,2576
1454,10760
979,9553
104,11791
148,18936
1391,2976
2156,14545
2050,21912
360,11566
108,21709
2550,15807
181,12012
2194,18384
693,2611
538,17174
870,14930
1295,6405
351,10048
2159,17899
1403,21315
2328,16352
681,20251
1792,8494
1560,19669
945,3103
1626,13619
475,12746
2083,14539
1282,1240
838,715
2087,11143
1405,14894
66,3668
2392,15893
465,7304
5,10422
672,2944
604,15829
261,3238
567,12173
1165,3695
297,15653
