1861,64163
2187,64008
1480,45262
944,63682
1082,25283
909,38317
1656,45351
1187,4546
171,1241
86,48634
1884,53983
1742,36645
584,43284
1190,53516
2481,53218
1970,29564
2030,18418
1524,49333
2497,10451
532,3765
1651,18695
674,31393
1660,39229
2538,13096
1498,46299
148,38562
2295,33577
590,51553
1330,54210
1165,44881
1515,35132
304,17108
1342,10867
1662,31411
1310,50323
994,8056
2615,57559
2373,9959
2386,13435
240,63577
1954,44542
2101,26860
1329,48252
750,14753
1311,25091
1214,8939
1321,16132
235,51626
2176,53265
695,60419
1818,50298
1053,46369
607,1055
2604,45177
1630,29036
1855,56428
617,39976
1491,2161
352,17040
1567,22729
68,16374
1946,60354
1832,34002
1100,18922
1055,14
2531,32267
333,59763
336,53327
1327,26844
1382,15190
424,5194
1912,25016
2008,13741
2326,35843
112,16346
274,13907
2478,59778
1534,21565
2397,20199
349,17974
1747,17986
1314,60603
1912,22010
1142,1521
389,35303
21,38975
33,55553
256,816
1545,34956
1264,293
735,54231
1773,5702
1508,52556
603,45459
928,61502
405,7720
497,18140
1037,36209
437,58227
1176,50378
119,23195
2390,22990
2411,3595
1154,18542
1446,44546
1205,35556
1715,45275
161,22806
784,54977
2220,58174
1498,23318
1462,62984
2334,14858
91,23737
926,27289
1894,37091
759,7951
1688,52317
1548,52353
2575,33075
1404,48623
670,34485
2171,25335
1982,57601
2354,8820
1628,28756
1352,49286
998,56172
493,23657
381,23013
1391,11384
791,6795
1226,2655
2609,8769
403,61321
1281,43793
2340,2128
449,44791
584,29840
2126,62929
1735,15289
1241,4716
1213,47147
1159,44835
2560,2887
781,1461
801,20029
1088,50321
1954,49750
1857,37034
1573,41702
442,30128
1211,40192
1537,56693
942,10963
1834,5869
1843,4585
1269,24021
1423,2195
1902,40825
198,44003
1200,36937
1546,2326
1819,62815
221,5555
225,32718
204,8178
990,52266
791,2569
1280,21224
1107,16996
1100,62229
256,34093
1777,37391
2184,59998
1954,1903
101,9845
118,63910
1774,27401
2435,52850
495,39799
1249,8398
936,26901
307,2509
43,63635
1254,17625
2579,49443
2614,24194
1510,23877
754,31572
1233,23180
1932,50737
775,25702
1454,7905
501,9519
1140,45553
95,20258
1912,30105
1592,56204
1110,35462
212,63200
2107,10139
792,17599
589,10611
1487,47824
1111,17855
788,28789
1392,37809
997,41759
1235,52688
2517,19180
1522,53419
2293,57380
837,25574
95,7781
2563,44470
464,5737
1547,63803
1607,58152
1494,35507
2152,63933
692,55447
1492,62913
1336,14554
1451,26223
791,7208
1660,35698
2186,14595
1207,20214
1138,15380
888,14565
593,34949
677,3716
1790,55615
395,39150
1007,19062
1162,51169
867,12061
95,27198
1161,42961
1594,21786
1073,11028
2303,15620
2020,4798
1890,34389
283,13398
516,61266
1143,50675
1095,35868
2527,55260
1868,53757
95,8868
2309,15345
1510,57989
1025,50621
914,11853
1544,8379
2303,28431
54,50156
1519,17415
1028,26913
2323,58990
544,35400
1317,4701
2019,62683
1854,59187
1421,7606
1011,21272
2437,6958
810,43330
238,44328
178,23036
956,1626
495,35648
942,16381
875,54254
69,12154
1719,53931
733,32111
1268,15841
895,45178
2222,45864
703,12263
380,38543
1810,53399
1208,53145
755,17037
1300,36476
2553,18271
30,62918
1130,44550
2373,62773
1163,18970
2563,17380
200,46954
203,9786
2384,32288
1601,34635
2246,28530
1528,41380
1111,29703
1849,14321
1785,7374
369,60565
1426,11975
168,37110
814,23844
1116,60118
1483,50642
149,60267
813,56787
1180,18705
1234,12642
1996,40619
2262,13380
626,51609
2474,19592
615,55320
1888,33692
2135,56521
1239,9716
1132,47433
2587,8003
1133,16835
584,25127
1375,568
2518,56735
1218,45739
2614,26660
512,11042
1320,15156
1708,34046
2305,10059
323,43011
1951,58099
2386,10564
565,9698
1679,38001
1040,49296
2129,60606
1230,37453
1448,15735
485,44266
1298,19158
1834,26019
1737,3287
355,42298
1152,39992
584,11523
1997,25523
2219,8466
1953,26107
