996,1040
638,882
522,537
857,584
803,691
133,202
713,760
739,624
531,594
901,846
1047,72
279,301
267,348
736,891
844,814
1036,1055
163,235
1080,489
94,963
930,1087
902,544
543,758
754,832
1062,1004
591,744
60,46
434,101
873,942
199,236
736,892
336,392
167,159
962,965
793,162
337,182
134,9
737,889
3,764
454,449
416,164
877,988
135,145
477,630
442,580
480,792
397,288
804,988
1015,1081
1035,1078
437,750
963,89
5,191
532,879
1026,10
713,886
95,88
212,326
997,910
451,980
593,585
256,517
273,89
261,336
355,860
643,639
605,523
216,374
185,424
269,1079
878,1062
988,1022
769,625
444,793
650,695
939,151
499,560
443,578
464,577
495,511
465,602
360,358
480,791
439,579
659,672
957,958
159,239
690,786
170,120
842,819
71,345
479,584
1052,1033
481,653
350,444
455,510
243,312
466,585
476,653
840,527
716,798
1069,518
850,814
828,950
205,282
270,340
137,238
971,807
321,479
61,77
464,576
328,528
1017,1043
131,174
495,587
672,909
530,982
191,633
740,891
1038,717
885,908
710,1026
1018,439
108,122
430,31
584,651
810,221
922,1008
524,512
